取樣日期,經度,緯度,深度(M),銫-137活度,銫-137單位,氚活度,氚單位,類別,地點編號,地點,取樣單位/人,備註
109/04/09,"23°58'10.00""","121°07'07.80""",,－,貝克/公斤-乾重,,,沉積物,,濁水溪上游,偵測中心,河沙
109/04/09,"23°49'50.30""","120°19'07.00""",,－,貝克/公斤-乾重,,,沉積物,,濁水溪下游,偵測中心,河沙
109/04/09,"23°48'59.30""","120°45'43.50""",,－,貝克/公斤-乾重,,,沉積物,,濁水溪中游,偵測中心,河沙
109/04/10,"23°22'55.42""","120°07'54.79""",,－,貝克/公斤-乾重,,,沉積物,,布袋漁港,偵測中心,岸沙
109/04/14,"25°08'40.48""","121°47'29.32""",,－,貝克/公斤-乾重,,,沉積物,R-5,八斗子,偵測中心,岸沙
109/04/14,"24°34'55.12""","121°52'06.06""",,0.33,貝克/公斤-乾重,,,沉積物,R-6,南方澳,偵測中心,岸沙
109/04/19,"24°24'39.00""","118°26'00.20""",,－,貝克/公斤-乾重,,,沉積物,,金門料羅灣,海巡署,岸沙
109/04/22,"23°09'24.00""","121°14'14.00""",,－,貝克/公斤-乾重,,,沉積物,,秀姑巒溪上游,偵測中心,河沙
109/04/22,"23°29'14.50""","121°24'09.10""",,－,貝克/公斤-乾重,,,沉積物,,秀姑巒溪下游,偵測中心,河沙
109/04/22,"23°19'19.40""","121°19'55.30""",,－,貝克/公斤-乾重,,,沉積物,,秀姑巒溪中游,偵測中心,河沙
109/04/23,"23°10'59.10""","121°23'53.10""",,－,貝克/公斤-乾重,,,沉積物,R-8,成功漁港,偵測中心,岸沙
109/04/23,"23°58'33.80""","121°37'10.00""",,－,貝克/公斤-乾重,,,沉積物,R-7,花蓮港,偵測中心,岸沙
109/04/24,"22°20'06.30""","120°53'49.70""",,－,貝克/公斤-乾重,,,沉積物,R-9,大武漁港,偵測中心,岸沙
109/05/05,"23°13'15.20""","120°05'00.60""",,－,貝克/公斤-乾重,,,沉積物,,馬沙溝,偵測中心,岸沙
109/05/05,"23°09'50.10""","120°14'04.30""",,－,貝克/公斤-乾重,,,沉積物,,將軍溪上游,偵測中心,河沙
109/05/05,"23°13'38.30""","120°07'22.00""",,0.76,貝克/公斤-乾重,,,沉積物,,將軍溪下游,偵測中心,河沙
109/05/05,"23°13'07.07""","120°10'36.10""",,－,貝克/公斤-乾重,,,沉積物,,將軍溪中游,偵測中心,河沙
109/05/07,"23°15'17.22""","120°00'04.98""",16,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/05/07,"22°57'46.20""","120°04'06.30""",22,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/05/07,"23°16'06.59""","119°09'32.69""",23,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/05/07,"23°53'33.17""","120°10'26.64""",26,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/05/07,"22°41'34.68""","120°11'04.98""",27,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/05/15,"22°46'13.40""","120°27'02.20""",,－,貝克/公斤-乾重,,,沉積物,,高屏溪上游,偵測中心,河沙
109/05/15,"22°29'59.20""","120°24'56.10""",,－,貝克/公斤-乾重,,,沉積物,,高屏溪下游,偵測中心,河沙
109/05/15,"22°39'44.80""","120°25'50.50""",,－,貝克/公斤-乾重,,,沉積物,,高屏溪中游,偵測中心,河沙
109/06/04,"25°01'41.40""","122°09'06.12""",252,0.58,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/06/20,"26°09'28.80""","119°55'02.64""",,－,貝克/公斤-乾重,,,沉積物,,南竿,海巡署,岸沙
109/07/02,"24°34'55.12""","121°52'06.06""",,0.22,貝克/公斤-乾重,,,沉積物,R-6,南方澳,偵測中心,岸沙
109/07/03,"26°22'14.87""","120°29'02.75""",,0.5,貝克/公斤-乾重,,,沉積物,,東引,海巡署,岸沙
109/07/04,"22°10'18.24""","120°24'50.39""",406,0.82,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/07/05,"22°43'04.56""","121°12'07.80""",280,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/07/05,"22°43'37.31""","121°12'08.04""",,,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,柱狀岩心(樣品總計74cm切25份，詳見報告)
109/07/05,"22°03'18.90""","121°33'51.90""",,－,貝克/公斤-乾重,,,沉積物,,蘭嶼東清村,偵測中心,岸沙
109/07/06,"24°16'55.70""","120°46'44.10""",,－,貝克/公斤-乾重,,,沉積物,,大甲溪,偵測中心,河沙
109/07/06,"24°51'02.76""","120°55'47.60""",,0.14,貝克/公斤-乾重,,,沉積物,R-4,南寮漁港,偵測中心,岸沙
109/07/07,"23°58'19.09""","120°19'25.97""",,－,貝克/公斤-乾重,,,沉積物,R-3,王功漁港,偵測中心,岸沙
109/07/07,"22°39'44.80""","120°25'50.50""",,－,貝克/公斤-乾重,,,沉積物,,高屏溪,偵測中心,河沙
109/07/08,"23°22'55.42""","120°07'54.79""",,－,貝克/公斤-乾重,,,沉積物,,布袋漁港,偵測中心,岸沙
109/07/10,"22°37'29.60""","120°15'46.50""",,－,貝克/公斤-乾重,,,沉積物,R-1,西子灣,偵測中心,岸沙
109/07/14,"25°08'40.48""","121°47'29.32""",,－,貝克/公斤-乾重,,,沉積物,R-5,八斗子,偵測中心,岸沙
109/07/20,"22°20'06.30""","120°53'49.70""",,－,貝克/公斤-乾重,,,沉積物,R-9,大武漁港,偵測中心,岸沙
109/07/21,"23°10'59.10""","121°23'53.10""",,0.11,貝克/公斤-乾重,,,沉積物,R-8,成功漁港,偵測中心,岸沙
109/07/21,"23°58'33.80""","121°37'10.00""",,－,貝克/公斤-乾重,,,沉積物,R-7,花蓮港,偵測中心,岸沙
109/07/27,"22°22'52.61""","116°29'44.25""",45,0.18,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/07/28,"22°42'56.00""","118°42'53.00""",34,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/07/28,"22°40'18.43""","117°11'39.30""",41,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/08/14,"20°41'59.99""","116°43'00.00""",,－,貝克/公斤-乾重,,,沉積物,,東沙,海巡署,岸沙
109/08/18,"10°13'12.00""","114°12'35.99""",,－,貝克/公斤-乾重,,,沉積物,,南沙,海巡署,岸沙
109/08/26,"23°34'12.00""","119°33'46.80""",,0.05,貝克/公斤-乾重,,,沉積物,,澎湖觀音亭,海巡署,岸沙
109/09/01,"24°24'39.00""","118°26'00.20""",,－,貝克/公斤-乾重,,,沉積物,,金門料羅灣,海巡署,岸沙
109/09/21,"26°22'14.87""","120°29'02.75""",,－,貝克/公斤-乾重,,,沉積物,,機動檢測,海巡署,東引岸沙
109/09/29,"26°09'28.80""","119°55'02.64""",,－,貝克/公斤-乾重,,,沉積物,,南竿,海巡署,岸沙
109/10/05,"24°51'02.76""","120°55'47.60""",,0.11,貝克/公斤-乾重,,,沉積物,R-4,南寮漁港,偵測中心,岸沙
109/10/06,"23°58'19.09""","120°19'25.97""",,－,貝克/公斤-乾重,,,沉積物,R-3,王功漁港,偵測中心,岸沙
109/10/07,"23°22'55.42""","120°07'54.79""",,－,貝克/公斤-乾重,,,沉積物,,布袋漁港,偵測中心,岸沙
109/10/13,"25°08'40.48""","121°47'29.32""",,－,貝克/公斤-乾重,,,沉積物,R-5,八斗子,偵測中心,岸沙
109/10/13,"24°34'55.12""","121°52'06.06""",,0.33,貝克/公斤-乾重,,,沉積物,R-6,南方澳,偵測中心,岸沙
109/10/14,"23°58'33.80""","121°37'10.00""",,－,貝克/公斤-乾重,,,沉積物,R-7,花蓮港,偵測中心,岸沙
109/10/15,"23°10'59.10""","121°23'53.10""",,0.06,貝克/公斤-乾重,,,沉積物,R-8,成功漁港,偵測中心,岸沙
109/10/16,"22°20'06.30""","120°53'49.70""",,－,貝克/公斤-乾重,,,沉積物,R-9,大武漁港,偵測中心,岸沙
109/10/19,"22°37'29.60""","120°15'46.50""",,－,貝克/公斤-乾重,,,沉積物,R-1,西子灣,偵測中心,岸沙
109/11/21,"22°22'01.80""","120°20'10.50""",3.4,0.51,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
109/11/21,"22°22'37.02""","120°19'00.83""",5.6,0.51,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,海底沉積物
110/01/04,"22°03'18.90""","121°33'51.90""",,－,貝克/公斤-乾重,,,沉積物,,蘭嶼東清村,偵測中心,岸沙
110/01/04,"24°16'55.70""","120°46'44.10""",,－,貝克/公斤-乾重,,,沉積物,,大甲溪,偵測中心,河沙
110/01/04,"24°51'02.76""","120°55'47.60""",,－,貝克/公斤-乾重,,,沉積物,R-4,南寮漁港,偵測中心,岸沙
110/01/05,"23°58'19.09""","120°19'25.97""",,－,貝克/公斤-乾重,,,沉積物,R-3,王功漁港,偵測中心,岸沙
110/01/05,"23°23'05.28""","120°09'03.83""",,－,貝克/公斤-乾重,,,沉積物,R-2,東石漁港,偵測中心,岸沙
110/01/13,"23°58'33.80""","121°37'10.00""",,－,貝克/公斤-乾重,,,沉積物,R-7,花蓮港,偵測中心,岸沙
110/01/13,"22°20'06.30""","120°53'49.70""",,－,貝克/公斤-乾重,,,沉積物,R-9,大武漁港,偵測中心,岸沙
110/01/14,"23°10'59.10""","121°23'53.10""",,0.09,貝克/公斤-乾重,,,沉積物,R-8,成功漁港,偵測中心,岸沙
110/01/18,"25°08'40.48""","121°47'29.32""",,－,貝克/公斤-乾重,,,沉積物,R-5,八斗子,偵測中心,岸沙
110/01/25,"24°34'55.12""","121°52'06.06""",,0.22,貝克/公斤-乾重,,,沉積物,R-6,南方澳,偵測中心,岸沙
110/01/25,"25°03'04.70""","121°30'19.20""",,0.64,貝克/公斤-乾重,,,沉積物,,淡水河上游,偵測中心,河沙
110/01/25,"25°07'31.20""","121°27'15.70""",,0.45,貝克/公斤-乾重,,,沉積物,,淡水河中游,偵測中心,河沙
110/01/25,"25°09'49.00""","121°25'18.30""",,0.12,貝克/公斤-乾重,,,沉積物,,淡水河下游,偵測中心,河沙
110/01/29,"22°37'29.60""","120°15'46.50""",,－,貝克/公斤-乾重,,,沉積物,R-1,西子灣,偵測中心,岸沙
110/01/29,"22°39'44.80""","120°25'50.50""",,－,貝克/公斤-乾重,,,沉積物,,高屏溪,偵測中心,河沙
110/02/20,"23°20'18.10""","120°24'26.50""",,－,貝克/公斤-乾重,,,沉積物,,急水溪上游,偵測中心,河沙
110/02/20,"23°15'59.10""","120°16'54.40""",,－,貝克/公斤-乾重,,,沉積物,,急水溪中游,偵測中心,河沙
110/02/20,"23°17'23.80""","120°08'30.40""",,0.46,貝克/公斤-乾重,,,沉積物,,急水溪下游,偵測中心,河沙
110/02/20,"23°09'50.10""","120°14'04.30""",,0.56,貝克/公斤-乾重,,,沉積物,,將軍溪上游,偵測中心,河沙
110/02/20,"23°13'07.07""","120°10'36.10""",,0.25,貝克/公斤-乾重,,,沉積物,,將軍溪中游,偵測中心,河沙
110/02/20,"23°13'38.30""","120°07'22.00""",,0.47,貝克/公斤-乾重,,,沉積物,,將軍溪下游,偵測中心,河沙
110/02/22,"23°34'12.00""","119°33'46.80""",,－,貝克/公斤-乾重,,,沉積物,,機動檢測,海巡署,澎湖觀音亭岸沙
110/03/02,"10°21'36.00""","114°21'36.00""",,－,貝克/公斤-乾重,,,沉積物,,機動檢測,海巡署,南沙岸沙
110/03/07,"20°42'00.00""","116°42'00.00""",,－,貝克/公斤-乾重,,,沉積物,,機動檢測,海巡署,東沙岸沙
110/03/16,"26°22'14.87""","120°29'02.75""",,－,貝克/公斤-乾重,,,沉積物,,機動檢測,海巡署,東引岸沙
110/04/05,"26°09'28.80""","119°55'02.64""",,－,貝克/公斤-乾重,,,沉積物,,南竿,海巡署,岸沙
110/04/22,"25°08'40.48""","121°47'29.32""",,－,貝克/公斤-乾重,,,沉積物,R-5,八斗子,偵測中心,岸沙
110/04/27,"24°24'39.00""","118°26'00.20""",,－,貝克/公斤-乾重,,,沉積物,,金門料羅灣,海巡署,岸沙
110/04/30,"23°36'40.67""","119°30'30.23""",,0.06,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,岸沙
110/04/30,"23°35'39.48""","119°30'52.56""",,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,岸沙
110/05/01,"23°30'46.00""","119°35'30.06""",,－,貝克/公斤-乾重,,,沉積物,,機動檢測,中山大學,岸沙
106/03/14,"22°20'18.03""","120°53'55.88""",0-5,1.56,毫貝克/升,,,海水,R-9,大武漁港,偵測中心,
106/03/14,"23°06'25.04""","121°23'21.34""",0-5,1.6,毫貝克/升,,,海水,R-8,成功漁港,偵測中心,
106/03/15,"23°58'34.40""","121°37'11.12""",0-5,1.95,毫貝克/升,,,海水,R-7,花蓮港,偵測中心,
106/03/21,"24°50'46.60""","120°55'25.45""",0-5,1.52,毫貝克/升,,,海水,R-4,南寮漁港,偵測中心,
106/03/22,"23°58'19.57""","120°19'25.65""",0-5,2.1,毫貝克/升,,,海水,R-3,王功漁港,偵測中心,
106/03/23,"23°27'02.55""","120°08'15.46""",0-5,1.62,毫貝克/升,,,海水,R-2,東石漁港,偵測中心,
106/03/31,"22°37'03.12""","120°16'05.45""",0-5,1.88,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
106/04/06,"24°34'55.12""","121°52'06.06""",0-5,1.39,毫貝克/升,,,海水,R-6,南方澳,偵測中心,
106/04/07,"25°08'40.48""","121°47'29.32""",0-5,2.14,毫貝克/升,,,海水,R-5,八斗子,偵測中心,
106/04/21,"23°06'59.46""","119°53'11.46""",160,1.38,毫貝克/升,,,海水,,機動檢測,中山大學,
106/05/02,"22°03'59.46""","119°53'11.46""",560,1.46,毫貝克/升,,,海水,,機動檢測,中山大學,
106/05/03,"22°03'24.95""","119°47'54.41""",1350,1.35,毫貝克/升,,,海水,,機動檢測,中山大學,
106/06/14,"20°02'08.33""","120°26'27.42""",0-5,1.5,毫貝克/升,,,海水,,機動檢測,中山大學,
106/06/22,"20°42'41.10""","116°55'45.23""",0-5,1.45,毫貝克/升,,,海水,,機動檢測,中山大學,
106/06/23,"21°26'31.49""","118°00'22.14""",0-5,1.44,毫貝克/升,,,海水,,機動檢測,中山大學,
106/08/13,"24°08'12.10"" ",121°40'34.50'' ,0-5,－,毫貝克/升,,,海水,,立霧溪河口 ,環保署,1公升
106/08/13,"24°18'10.60"" ",121°46'54.30'' ,0-5,－,毫貝克/升,,,海水,,和平港 ,環保署,1公升
106/08/13,"24°18'13.60"" ",121°50'33.60'' ,0-5,－,毫貝克/升,,,海水,O-4,和平溪口外4海浬,環保署,1公升
106/08/13,"24°18'56.20"" ",121°47'03.00'' ,0-5,－,毫貝克/升,,,海水,,和平溪河口 ,環保署,1公升
106/08/14,"23°27'41.00"" ",121°32'02.90'' ,0-5,－,毫貝克/升,,,海水,,秀姑巒溪河口 ,環保署,1公升
106/08/14,"23°58'03.90"" ",121°38'01.50'' ,0-5,－,毫貝克/升,,,海水,,花蓮港 ,環保署,1公升
106/08/14,"23°56'46.20"" ",121°37'17.40'' ,0-5,－,毫貝克/升,,,海水,,花蓮溪河口 ,環保署,1公升
106/08/14,"23°35'51.90"" ",121°32'34.30'' ,0-5,－,毫貝克/升,,,海水,,豐濱溪河口 ,環保署,1公升
106/08/15,"24°50'06.00"" ",121°51'25.20'' ,0-5,－,毫貝克/升,,,海水,,得子口溪口 ,環保署,1公升
106/08/15,"24°37'56.70"" ",121°51'46.30'' ,0-5,－,毫貝克/升,,,海水,,新城溪口 ,環保署,1公升
106/08/15,"24°51'00.60"" ",121°53'34.40'' ,0-5,－,毫貝克/升,,,海水,,龜山島 ,環保署,1公升
106/08/15,"24°35'31.20"" ",121°53'33.60'' ,0-5,－,毫貝克/升,,,海水,,蘇澳港 ,環保署,1公升
106/08/15,"24°42'25.60"" ",121°52'11.70'' ,0-5,－,毫貝克/升,,,海水,,蘭陽溪口 ,環保署,1公升
106/08/18,"21°54'21.00""","120°48'48.90""",0-5,1.35,毫貝克/升,,,海水,,機動檢測,中山大學,
106/08/24,"25°08'57.50"" ",121°48'31.50'' ,0-5,－,毫貝克/升,,,海水,,八斗子垃圾場 ,環保署,1公升
106/08/24,"25°09'58.00"" ",121°23'55.40'' ,0-5,－,毫貝克/升,,,海水,,八里汙水廠外海一 ,環保署,1公升
106/08/24,"25°13'17.90"" ",121°25'38.90'' ,0-5,－,毫貝克/升,,,海水,,八里汙水廠外海二 ,環保署,1公升
106/08/24,"25°09'54.60"" ",121°45'58.50'' ,0-5,－,毫貝克/升,,,海水,,和平島 ,環保署,1公升
106/08/24,"25°08'00.50"" ",121°17'48.40'' ,0-5,－,毫貝克/升,,,海水,,林口發電廠外海 ,環保署,1公升
106/08/24,"25°07'49.20"" ",121°50'36.00'' ,0-5,－,毫貝克/升,,,海水,,員山子分洪道出海口 ,環保署,1公升
106/08/24,"25°02'14.80"" ",121°56'40.20'' ,0-5,－,毫貝克/升,,,海水,,核四預定地外海 ,環保署,1公升
106/08/24,"25°10'14.60"" ",121°45'21.00'' ,0-5,－,毫貝克/升,,,海水,,基隆拋泥區一 ,環保署,1公升
106/08/24,"25°10'05.70"" ",121°44'54.30'' ,0-5,－,毫貝克/升,,,海水,,基隆港一 ,環保署,1公升
106/08/24,"25°09'49.00"" ",121°45'30.20'' ,0-5,－,毫貝克/升,,,海水,,基隆港二 ,環保署,1公升
106/08/24,"25°13'17.50"" ",121°22'29.00'' ,0-5,－,毫貝克/升,,,海水,,淡水河口外4海浬處 ,環保署,1公升
106/08/24,"25°07'41.90"" ",121°49'15.30'' ,0-5,－,毫貝克/升,,,海水,,深澳發電場 ,環保署,1公升
106/08/24,"25°07'56.10"" ",121°50'02.20'' ,0-5,－,毫貝克/升,,,海水,,深澳發電廠外海 ,環保署,1公升
106/08/24,"25°07'37.50"" ",121°51'51.40'' ,0-5,－,毫貝克/升,,,海水,,濂洞溪外海 ,環保署,1公升
106/08/25,"25°08'00.40"" ",121°11'32.30'' ,0-5,－,毫貝克/升,,,海水,,沙崙中油卸油設施一 ,環保署,1公升
106/08/25,"25°07'53.40"" ",121°11'05.50'' ,0-5,－,毫貝克/升,,,海水,,沙崙中油卸油設施二 ,環保署,1公升
106/08/25,"25°07'42.90"" ",121°18'58.80'' ,0-5,－,毫貝克/升,,,海水,,林口發電場 ,環保署,1公升
106/08/25,"25°07'32.90"" ",121°15'53.50'' ,0-5,－,毫貝克/升,,,海水,,海湖電廠 ,環保署,1公升
106/08/25,"25°07'36.30"" ",121°15'01.80'' ,0-5,－,毫貝克/升,,,海水,,新南崁溪口 ,環保署,1公升
106/08/25,"25°02'58.90"" ",121°03'52.90'' ,0-5,－,毫貝克/升,,,海水,,觀音溪口 ,環保署,1公升
106/08/29,"23°58'19.57""","120°19'25.65""",0-5,1.52,毫貝克/升,,,海水,R-3,王功漁港,偵測中心,
106/08/29,"23°27'02.55""","120°08'15.46""",0-5,1.35,毫貝克/升,,,海水,R-2,東石漁港,偵測中心,
106/08/30,"23°58'34.40""","121°37'11.12""",0-5,1.89,毫貝克/升,,,海水,R-7,花蓮港,偵測中心,
106/08/30,"24°50'46.60""","120°55'25.45""",0-5,1.39,毫貝克/升,,,海水,R-4,南寮漁港,偵測中心,
106/08/31,"22°20'18.03""","120°53'55.88""",0-5,1.41,毫貝克/升,,,海水,R-9,大武漁港,偵測中心,
106/08/31,"23°06'25.04""","121°23'21.34""",0-5,1.98,毫貝克/升,,,海水,R-8,成功漁港,偵測中心,
106/09/08,"23°11'10.85""","119°45'20.28""",104,1.5,毫貝克/升,,,海水,,機動檢測,中山大學,
106/09/09,"23°02'21.24""","120°00'30.12""",50,1.29,毫貝克/升,,,海水,,機動檢測,中山大學,
106/09/09,"23°07'02.28""","119°52'56.28""",166,1.47,毫貝克/升,,,海水,,機動檢測,中山大學,
106/09/14,"22°37'03.12""","120°16'05.45""",0-5,1.75,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
106/09/19,"24°34'55.12""","121°52'06.06""",0-5,1.96,毫貝克/升,,,海水,R-6,南方澳,偵測中心,
106/09/20,"25°08'40.48""","121°47'29.32""",0-5,2.01,毫貝克/升,,,海水,R-5,八斗子,偵測中心,
106/09/25,"23°45'38.88""","119°48'33.96""",0-5,2,毫貝克/升,,,海水,,機動檢測,中山大學,
106/10/07,"22°24'16.50""","120°23'39.90""",0-5,1.27,毫貝克/升,,,海水,,機動檢測,中山大學,
106/10/11,"23°37'13.61""","122°59'35.95""",0-5,1.19,毫貝克/升,,,海水,,機動檢測,中山大學,
106/10/12,"21°56'01.36""","122°36'31.80""",0-5,1.15,毫貝克/升,,,海水,,機動檢測,中山大學,
106/10/13,"21°59'22.64""","120°35'39.38""",0-5,1.2,毫貝克/升,,,海水,,機動檢測,中山大學,
106/10/19,"22°02'17.40""","120°00'26.70""",1136,1.01,毫貝克/升,,,海水,,機動檢測,中山大學,中央大學
106/10/30,"22°11'23.70""","120°14'53.32""",0-5,1.41,毫貝克/升,,,海水,,機動檢測,中山大學,台大海洋所
106/10/30,"22°13'54.74""","120°25'40.75""",0-5,1.5,毫貝克/升,,,海水,,機動檢測,中山大學,台大海洋所
106/10/30,"22°19'14.07""","120°13'27.44""",0-5,1.31,毫貝克/升,,,海水,,機動檢測,中山大學,台大海洋所
106/11/07,"24°27'36.00"" ",121°56'12.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，南澳浬 
106/11/07,"24°27'36.00"" ",122°00'36.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，南澳9 
106/11/07,"24°27'36.00"" ",122°04'54.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，南澳12 
106/11/07,"24°31'30.00"" ",121°56'12.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，東澳5浬 
106/11/07,"24°31'30.00"" ",122°00'36.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，東澳9浬 
106/11/07,"24°31'30.00"" ",122°04'54.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，東澳12浬 
106/11/07,"24°35'30.00"" ",121°56'12.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，蘇澳3
106/11/07,"24°35'30.00"" ",122°00'36.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，蘇澳9 
106/11/07,"24°35'30.00"" ",122°04'54.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，蘇澳12 
106/11/07,"24°39'24.00"" ",122°04'54.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，北角12浬 
106/11/07,"24°39'24.00"" ",122°00'36.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，北角8浬 
106/11/07,"24°39'30.00"" ",121°56'12.00'' ,1,－,毫貝克/升,,,海水,,機動檢測,海巡署,1公升，北角4浬 
